Year,Type,Country,Activity,Injury,Species,Fatal (Y/N),SharkSpecie
2007.0,Unprovoked,SOUTH AFRICA,Swimming / Body Surfing,"Presumed FATAL, body not recovered",Tiger shark,Y,tiger shark
2007.0,Unprovoked,AUSTRALIA,Surfing,"No injury, shark damaged surfboard",2.4 m shark,N,
2007.0,Invalid,USA,Surfing,No injury,"24"" to 30"" shark",,
2007.0,Unprovoked,USA,Surfing,"No injury, shark removed piece of surfboard","6' to 8' shark, possibly a tiger shark",N,tiger shark
2006.0,Unprovoked,AUSTRALIA,Surfing,Left leg bitten,2.5 to 3 m shark,N,
2006.0,Unprovoked,NEW ZEALAND,Surfing,Foot bitten,2 to 3 m shark,N,
2006.0,Unprovoked,USA,Surfing,"Minor injuries, surfboard bitten","White shark, 12' to 15' ",N,white shark
2006.0,Provoked,SOUTH AFRICA,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT","Raggedtooth shark, 150-kg",N,
2006.0,Unprovoked,AUSTRALIA,Body boarding,"Right leg severed, left leg lacerated","White shark, 5m ",N,white shark
2006.0,Unprovoked,USA,Swimming,Laceration to left thigh & left hand,2 m to 3 m shark,N,
2006.0,Provoked,SOUTH AFRICA,Canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,"Bull shark, 1.5m ",N,bull shark
2006.0,Unprovoked,USA,Surfing,"No injury, surfboard bitten","White shark, 16' ",N,white shark
2006.0,Unprovoked,USA,Surfing,Lacerations to lower left leg,1' to 4' shark,N,
2006.0,Unprovoked,USA,Playing soccer in the water,Lacerations to foot,3' to 3.5' shark,N,
2006.0,Invalid,SOUTH AFRICA,Spearfishing,No injury; 4m white shark made a threat display,Invalid,,
2006.0,Provoked,USA,Diving / Kissing the shark,Lacerations to upper lip    PROVOKED INCIDENT,Nurse shark,N,nurse shark
2006.0,Unprovoked,USA,Swimming,Minor injury to left hand,Spinner shark,N,
2006.0,Unprovoked,USA,Surfing,Left torso grazed,5' shark,N,
2006.0,Invalid,AUSTRALIA,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",No shark involvement,,
2006.0,Unprovoked,USA,Standing,Puncture wounds and cuts to right thigh,3' shark,N,
2006.0,Unprovoked,SOUTH AFRICA,Surfing,"No injury, shark rammed surfboard","White shark, 3.5m ",N,white shark
2006.0,Unprovoked,AUSTRALIA,Surfing,"No injury, shark towed  surfer & board","Bronze whaler shark, 6'",N,
2006.0,Invalid,BRAZIL,,Shark bites may have been post mortem,Shark involvement prior to death was not confirmed,,
2006.0,Invalid,BELIZE,Spearfishing,Shark involvement prior to death not confirmed,Shark involvement prior to death was not confirmed,,
2006.0,Unprovoked,SOUTH AFRICA,Surfing,"No injury, surfboard leash severed",5 m shark,N,
2006.0,Unprovoked,SOUTH AFRICA,Lifesaving drill,Foot severed,White shark,N,white shark
2006.0,Unprovoked,REUNION,Spearfishing,Thigh bitten,"Bull shark, 1.5m ",N,bull shark
2006.0,Provoked,USA,Touching sharks,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",small catsharks,N,
2006.0,Unprovoked,USA,Surfing,Minor injury,White shark?,N,white shark
2006.0,Invalid,USA,Boogie Boarding,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ","Thought to involve a mako shark, but possibly a sea lion",N,mako shark
2006.0,Unprovoked,SOUTH AFRICA,Surf-skiing,"No injury, surf ski bitten","White shark, 3m to 4m",N,white shark
2006.0,Unprovoked,USA,Surfing,Minor lacerations to right foot, ,N,
2006.0,Unprovoked,USA,Surf fishing,Right foot bitten,"Bull shark, 4' to 5' ",N,bull shark
2006.0,Invalid,AUSTRALIA,,8 shark-bitten bodies washed ashore,Shark involvement prior to death was not confirmed,,
2006.0,Unprovoked,USA,Standing,Left ankle & foot bitten,"Angel shark, 1.2m ",N,
2006.0,Invalid,SPAIN,Swimming,Hand & wrist severely bitten,"Shark involvement not confirmed, injury may have been caused by a bluefish",,
2006.0,Unprovoked,BRAZIL,,FATAL,Bull or tiger shark,Y,bull shark
2006.0,Unprovoked,USA,Body boarding,Foot bitten,5' to 6' spinner or bull shark,N,bull shark
2006.0,Unprovoked,USA,Spearfishing,Lacerations & puncture wound  to arm,"1.8 m blacktip ""reef"" shark",N,blacktip shark
2006.0,Unprovoked,USA,Spearfishing,Minor injuries,"1.8 m blacktip ""reef"" shark",N,blacktip shark
2006.0,Unprovoked,USA,Surfing,2-inch puncture wounds on right foot,Possibly a 1' to 3' blacktip or spinner shark,N,blacktip shark
2006.0,Unprovoked,USA,Surfing,Four 1-inch puncture wounds on left foot ,2' to 3' shark,N,
2006.0,Unprovoked,USA,Playing,Lacerations & puncture wounds to left foot & buttocks,3' to 4' shark,N,
2006.0,Unprovoked,AUSTRALIA,Surfing,"No injury, knocked off surfboard",14' white shark,N,white shark
2006.0,Unprovoked,USA,Spearfishing,"4"" laceration to left forearm","Tiger shark, 8' to 12'",N,tiger shark
2006.0,Provoked,USA,Tagging sharks,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT","Tiger shark, 15' female",N,tiger shark
2006.0,Provoked,USA,Spearfishing,Knee bitten after diver poked shark PROVOKED INCIDENT,"Grey reef shark, 5' to 8' ",N,
2006.0,Unprovoked,USA,Scuba diving,Laceration to leg,"Tiger shark, 10' to 12'",N,tiger shark
2006.0,Provoked,AUSTRALIA,Snorkeling,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,"Wobbegong shark, 2 m ",N,
2006.0,Invalid,USA,,Shark bites post mortem,Invalid,,
2006.0,Provoked,USA,Fishing,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,"Bull shark, 4' to bull shark",N,bull shark
2006.0,Unprovoked,AUSTRALIA,Surfing,Minor laceration to left foot,"Bronze whaler shark, a  juvenile ",N,
2006.0,Unprovoked,SOUTH AFRICA,Body boarding,Leg bitten,"Raggedtooth shark, 2.5 m to 3 m ",N,
2006.0,Unprovoked,BRAZIL,Swimming,Left leg bitten,Tiger shark,N,tiger shark
2006.0,Unprovoked,Sierra Leone,Fishing,Reportedly FATAL but few details,"3 m, 600-kg shark",Y,
2006.0,Unprovoked,USA,Surfing,5 puncture wounds in left calf,"Tiger shark, 10'  ",N,tiger shark
2006.0,Invalid,SOUTH AFRICA,Swimming,"FATAL, but shark involvement prior to death unconfirmed",Shark involvement prior to death was not confirmed,,
2006.0,Unprovoked,FIJI,Surfing,Lacerations to right hand,"Tiger shark, 5' ",N,tiger shark
2006.0,Unprovoked,AUSTRALIA,Surfing,"No injury, shark nudged surfboard","Bronze whaler shark, 2 m",N,
2006.0,Unprovoked,USA,Standing,Deep laceration to right calf,5' to 7' shark,N,
2006.0,Invalid,USA,Free diving,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Invalid,,
2006.0,Boating,AUSTRALIA,Fishing,No injury to occupants; shark nudged the 5.3 m boat,4.5 m white shark,N,white shark
2006.0,Unprovoked,SOUTH AFRICA,Surfing,2 bite marks on right calf,Raggedtooth shark,N,
2006.0,Unprovoked,TONGA,Swimming,Severe bite to right leg FATAL,Tiger shark,Y,tiger shark
2006.0,Boating,USA,Kayaking,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,12' to 18' shark,N,
2006.0,Boating,ATLANTIC OCEAN,Competing in the Woodvale Atlantic Rowing Race,No injury to occupants; shark rammed boat repeatedly,12' shark,N,
2006.0,Unprovoked,AUSTRALIA,Scuba diving,Lacerations to left elbow,3.5 m white shark,N,white shark
2006.0,Invalid,BAHAMAS,Diving for lobsters,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",Invalid,,
2006.0,Unprovoked,AUSTRALIA,Swimming,FATAL,Bull shark,Y,bull shark
2006.0,Unprovoked,USA,Surfing,3 puncture wounds in right wrist & hand,4' shark,N,
2006.0,Unprovoked,SOUTH AFRICA,Diving for crayfish,Lacerations to little finger,Said to involve a 1.5 m shark,N,
2005.0,Unprovoked,USA,Surfing,Lacerations to ankle & calf,White shark,N,white shark
2005.0,Unprovoked,USA,Swimming,Left hand bitten,Tiger shark,N,tiger shark
2005.0,Boating,ATLANTIC OCEAN,Competing in the Woodvale Atlantic Rowing Race,"No injury to occupants, shark rammed boat for 15 minutes",3 m shark,N,
2005.0,Unprovoked,AUSTRALIA,Spearfishing,Right forearm & elbow bitten,Whitetip reef shark,N,whitetip shark
2005.0,Boat,AUSTRALIA,Fishing,"No injury to occupants, hydrofoil of outboard motor bitten ",4 m white shark,N,white shark
2005.0,Unprovoked,USA,Surfing,Right thumb & palm lacerated,4' shark,N,
2005.0,Boat,AUSTRALIA,Fishing,"No injury to occupant, shark bit outboard motor",3 m white shark,N,white shark
2005.0,Unprovoked,AUSTRALIA,Surfing,"2 lacerations on leg, each 4"" to 5"" long",1.8 m shark,N,
2005.0,Unprovoked,USA,Surfing,Left foot bitten,4' shark,N,
2005.0,Boat,NEW CALEDONIA,,"No injury to occupants, shark lifted bow of boat 3 times",4.5 m white shark,N,white shark
2005.0,Provoked,SOUTH AFRICA,Fishing for sharks,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,"Raggedtooth shark, 2.5m ",N,
2005.0,Unprovoked,USA,Surfing,Puncture wounds to right foot,6' shark,N,
2005.0,Unprovoked,USA,Surfing,"No injury, board bumped",12' to 14' white shark,N,white shark
2005.0,Unprovoked,USA,Wading,Puncture wounds to foot,2' to 3' shark,N,
2005.0,Unprovoked,ST. MAARTIN,Standing,Lower right leg lacerated,2' shark,N,
2005.0,Unprovoked,SOUTH AFRICA,Standing / Surfing,Right foot bitten,3 m shark,N,
2005.0,Unprovoked,USA,Surfing,No injury,White shark,N,white shark
2005.0,Unprovoked,USA,Surfing,Leg bitten,18' white shark,N,white shark
2005.0,Unprovoked,USA,Surfing,"No injury, surfboard bitten","Tiger shark, less than 10'",N,tiger shark
2005.0,Unprovoked,GRAND CAYMAN,Scuba diving,No injury ,Caribbean reef sharks,N,
2005.0,Unprovoked,SOUTH AFRICA,Surf-skiing,"No injury, shark bit ski",White shark,N,white shark
2005.0,Unprovoked,AUSTRALIA,Surfing,"No injury, knocked off board","Tiger shark, 3 m ",N,tiger shark
2005.0,Unprovoked,AUSTRALIA,Surfing,Lacerations to legs,14' to 16' white shark,N,white shark
2005.0,Unprovoked,AUSTRALIA,Surfing, No injury,Bronze whaler shark,N,
2005.0,Invalid,USA,Surfing,Lacerations to dorsum of left foot,Shark involvement not confirmed,,
2005.0,Unprovoked,USA,Body surfing,"Injuries to fingers, calf  & heel",3' to 4' shark,N,
2005.0,Unprovoked,USA,Wading,Calf severely lacerated,Bull shark,N,bull shark
2005.0,Unprovoked,AUSTRALIA,Surfing,Lacerations to right arm & thigh,4 m [13'] white shark,N,white shark
2005.0,Provoked,THAILAND,Removing shark from net,FATAL PROVOKED INCIDENT,"2 m [6.75'] shark, 200-kg shark T",Y,
2005.0,Unprovoked,AUSTRALIA,Scuba diving,FATAL,White shark,Y,white shark
2005.0,Unprovoked,USA,Surfing,Lower right leg lacerated,juvenile white shark,N,white shark
2005.0,Invalid,USA,"Boogie boarding, kicked at object in the water","Laceration to knee, possibly by a  small blacktip shark",Shark involvement not confirmed,,
2005.0,Unprovoked,USA,Swimming,Bitten underneath left arm,Possibly a sandbar shark or small blacktip shark,N,blacktip shark
2005.0,Invalid,SOUTH AFRICA,,Human foot recovered from the water,Shark involvement prior to death was not confirmed,,
2005.0,Unprovoked,USA,Surfing,Laceration on right wrist & crescent of puncture wounds on  forearm ,1.8 m [6'] shark,N,
2005.0,Invalid,Seychelles,Fishing,"FATAL, shark involvement prior to death is unconfirmed",Invalid,,
2005.0,Invalid,USA,Surfing,"Straight 2.5"" laceration on top of left ankle",Shark involvement not confirmed,,
2005.0,Invalid,LIBERIA,Swimming,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,Shark involvement prior to death was not confirmed,,
2005.0,Provoked,CHINA,Scuba diving in aquarium tank,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,3.5 m [11.5']shark,N,
2005.0,Invalid,AUSTRALIA,,"A hoax - No shark was involved and Wells' ""daughter"" was his business partner Eileen Purchase who injured her finger on his boat",No shark involvement,,
2005.0,Unprovoked,USA,Swimming,Lacerations of left forearm,[4.5' to 5'] shark,N,
2005.0,Unprovoked,USA,Holding onto an inflatable boat,Left foot bitten,[4' to 5'],N,
2005.0,Unprovoked,USA,Fishing,"Leg severely bitten, surgically amputated",Bull shark,N,bull shark
2005.0,Unprovoked,USA,Swimming with boogie board,"FATAL, leg bitten",1.8 m [6'] bull shark,Y,bull shark
2005.0,Unprovoked,VANUATU,Swimming,FATAL,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Y,
2005.0,Invalid,USA,Swimming,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",Invalid,,
2005.0,Unprovoked,USA,Swimming,Foot bitten,"Unknown, but it was reported that a shark tooth was recovered from the wound",N,
2005.0,Unprovoked,SOUTH KOREA,Diving,Knee bitten,3 m [10'] white shark,N,white shark
2005.0,Invalid,USA,Surfing,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",,white shark
2005.0,Unprovoked,SOUTH AFRICA,Spearfishing (Free diving),FATAL,White shark,Y,white shark
2005.0,Unprovoked,USA,Swimming,Left foot bitten,"""small shark""",N,
2005.0,Unprovoked,USA,Crouching in 2' of water,Right arm & torso bitten,"18"" to 36"" shark",N,
2005.0,Unprovoked,SOUTH AFRICA,Surfing,Left buttock  & legs lacerated ,Raggedtooth shark,N,
2005.0,Unprovoked,AUSTRALIA,Spearfishing,Severe injury to lower leg,Blacktip shark,N,blacktip shark
2005.0,Boating,USA,Kayaking,"No injury, shark bit kayak","Tiger shark, 8' to 9' ",N,tiger shark
2005.0,Unprovoked,MADAGASCAR,Fishing,Thigh bitten,2.5 m shark,N,
2005.0,Unprovoked,USA,Surfing,"No injury, board damaged","Tiger shark, 3 m [10']",N,tiger shark
2005.0,Provoked,AUSTRALIA,Fishing,Laceration on left thigh PROVOKED INCIDENT,"Mako shark, 1.5 m [5'] ",N,mako shark
2005.0,Unprovoked,AUSTRALIA,Spearfishing,Minor cuts above his right eye,2 m [6.75'] copper shark,N,
2005.0,Unprovoked,AUSTRALIA,Surfing,"No injury, board bitten",Bronze whaler shark,N,
2005.0,Unprovoked,USA,Wading,Right lower leg bitten,1.8 m [6'] blacktip shark,N,blacktip shark
2005.0,Invalid,USA,Surfing,Foot injured ,Shark involvement not confirmed,,
2005.0,Unprovoked,USA,,Left calf injured,small hammerhead shark,N,hammerhead shark
2005.0,Invalid,HONDURAS,SCUBA Diving,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",Shark involvement not confirmed,,
2005.0,Unprovoked,SOUTH AFRICA,Surfing,"Lacerations to right calf, puncture wounds on right foot",4 m [13'] shark,N,
2005.0,Unprovoked,AUSTRALIA,Snorkeling,FATAL,6 m [20'] white shark,Y,white shark
2005.0,Provoked,USA,Diving in aquarium display tank,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,"Sandtiger shark, 2.1 m [7'] ",N,tiger shark
2005.0,Invalid,SOUTH AFRICA,,Bites by 2.5 m tiger shark were post mortem,Invalid,,
2005.0,Provoked,NEW ZEALAND,Fishing,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT","Bronze whaler shark, 4.3 m [14'] ",N,
2005.0,Unprovoked,AUSTRALIA,Swimming,Finger bitten,Bull shark,N,bull shark
2005.0,Provoked,USA,Spearfishing,Speared shark bit his chest PROVOKED INCIDENT,"Nurse shark, 3' ",N,nurse shark
2005.0,Unprovoked,USA,Surfing,"No injury, knocked off board, shark bit board","Tiger shark, 2.4 m [8']",N,tiger shark
2005.0,Unprovoked,USA,Spearfishing,Hand bitten,1.8 m [6'] Caribbean reef shark,N,
2005.0,Unprovoked,CUBA,Swimming,Left foot severed,3 m [10'] shark,N,
2005.0,Provoked,AUSTRALIA,Spearfishing,No injury. Towed by speared shark PROVOKED INCIDENT,3 m shark,N,
2005.0,Provoked,AUSTRALIA,Attempting to drive shark away from sailing regatta,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT","Bronze whaler shark, 2 m to 3 m [6.75' to 10']  ",N,
2005.0,Boating,NEW ZEALAND,Fishing from a kayak,"No injury, kayak bumped repeatedly",White shark,N,white shark
2004.0,Invalid,SRI LANKA,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",No injury,No shark involvement,,
2004.0,Unprovoked,AUSTRALIA,Scurfing (surfboard being  towed behind a boat),FATAL,4.5 m & 5 m white shark ,Y,white shark
2004.0,Unprovoked,AUSTRALIA,Spearfishing,"FATAL, leg bitten",Bull shark,Y,bull shark
2004.0,Unprovoked,SOUTH AFRICA,Surfing,3 lacerations on foot,Raggedtooth shark,N,
2004.0,Unprovoked,SOUTH AFRICA,Playing,Lacerations on lower leg & foot,Raggedtooth shark,N,
2004.0,Unprovoked,SOUTH AFRICA,Swimming,FATAL,6 m [20'] white shark,Y,white shark
2004.0,Unprovoked,USA,Surfing,"Lacerations to hand, knee & thigh ",5.5 m [18'] white shark,N,white shark
2004.0,Unprovoked,NEW CALEDONIA,Diving,Forearm bitten,3 m shark,N,
2004.0,Unprovoked,CUBA,Diving,Left forearm bitten,2.5 m [8.25'] bull shark,N,bull shark
2004.0,Invalid,NEW ZEALAND,,No injury,Invalid,,
2004.0,Unprovoked,SOUTH AFRICA,Chumming for white sharks,Right ankle & foot lacerated,2 m [6.75'] white shark,N,white shark
2004.0,Unprovoked,AUSTRALIA,Surfing,Right foot lacerated,"Bronze whaler shark, 2.4 m [8'] ",N,
2004.0,Unprovoked,USA,Surfing,Lower leg bitten,1.8 m to 2.4 m [6' to 8'] white shark,N,white shark
2004.0,Unprovoked,USA,Spearfishing,Left shoulder bitten,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",N,tiger shark
2004.0,Unprovoked,SOUTH AFRICA,Surfing,Puncture wounds on right foot,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",N,
2004.0,Unprovoked,REUNION,Body boarding,"Leg severely bitten, surgically amputated",Thought to involve a 2.5 m bull or tiger shark,N,bull shark
2004.0,Boat,AUSTRALIA,Spearfishing/ filming,"No injury to occupants, boat damaged","Tiger shark, 3 m [10'] ",N,tiger shark
2004.0,Unprovoked,USA,Surfing,Leg bitten,White shark,N,white shark
2004.0,Invalid,USA,Surf fishing,Minor scratch on calf,Shark involvement questionable,,
2004.0,Unprovoked,USA,Jumping,Left knee & leg bitten,2.4 m [8'] shark,N,
2004.0,Unprovoked,BRAZIL,Bathing,Calf bitten & both hands injured,"Tiger shark, 1.5 m ",N,tiger shark
2004.0,Unprovoked,USA,Surfing,Foot bitten,0.9 m to 1.2 m [3' to 4'] white shark,N,white shark
2004.0,Unprovoked,USA,Diving,FATAL,4.9 m to 5.5 m [16' to 18'] white shark,Y,white shark
2004.0,Unprovoked,USA,Swimming,"Back, buttocks, left hand & left side of face bitten",1.2 m [4'] shark,N,
2004.0,Boat,SOUTH AFRICA,Fishing,No injury to occupants; boat damaged,3 m to 4 m [10' to 13']  white shark,N,white shark
2004.0,Unprovoked,RUSSIA,Diving & fishing with net,Thigh & calf bitten,White shark,N,white shark
2004.0,Unprovoked,USA,Swimming,Right forearm & wrist lacerated,1.8 m [6'] shark,N,
2004.0,Unprovoked,USA,Swimming,Right foot bitten,1.2 m to 1.5 m [4' to 5'] shark,N,
2004.0,Unprovoked,USA,Wading / fishing & carrying a bag of fish,Right forearm nearly severed and bites above & below the right knee,Bull shark,N,bull shark
2004.0,Boating,AUSTRALIA,Fishing,"No injury to occupants; shark mouthed motor, severed anchor line",4 m [13'] white shark,N,white shark
2004.0,Unprovoked,JAPAN,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Suffered broken ribs when the shark's tail fin slammed into his chest,"Longfin mako shark, 3.5 m [11.5'], 350-kg [772-lb] ",N,mako shark
